Post Index: 2 | Diff: 0.82 | Level: HIGH
Post Index: 15240 | Diff: 0.62 | Level: MED
Post Index: 15241 | Diff: 0.66 | Level: MED
Post Index: 15242 | Diff: 0.95 | Level: HIGH
Post Index: 15244 | Diff: 0.52 | Level: MED
Post Index: 15245 | Diff: 0.81 | Level: HIGH
Post Index: 15246 | Diff: 0.72 | Level: HIGH
Post Index: 15249 | Diff: 0.81 | Level: HIGH
Post Index: 15250 | Diff: 0.72 | Level: HIGH
Post Index: 15251 | Diff: 0.88 | Level: HIGH
Post Index: 15252 | Diff: 0.62 | Level: MED
Post Index: 15254 | Diff: 0.84 | Level: HIGH
Post Index: 15255 | Diff: 0.66 | Level: MED
Post Index: 15258 | Diff: 0.89 | Level: HIGH
Post Index: 15263 | Diff: 0.64 | Level: MED
Post Index: 15264 | Diff: 0.95 | Level: HIGH
Post Index: 15266 | Diff: 0.86 | Level: HIGH
Post Index: 15269 | Diff: 0.91 | Level: HIGH
Post Index: 15270 | Diff: 1.82 | Level: HIGH
Post Index: 15272 | Diff: 0.98 | Level: HIGH
Post Index: 15273 | Diff: 0.89 | Level: HIGH
Post Index: 15274 | Diff: 0.83 | Level: HIGH
Post Index: 15276 | Diff: 0.96 | Level: HIGH
Post Index: 15278 | Diff: 0.94 | Level: HIGH
Post Index: 15279 | Diff: 0.92 | Level: HIGH
Post Index: 15280 | Diff: 0.89 | Level: HIGH
Post Index: 15282 | Diff: 0.92 | Level: HIGH
Post Index: 15288 | Diff: 0.87 | Level: HIGH
Post Index: 15289 | Diff: 0.87 | Level: HIGH
Post Index: 15293 | Diff: 0.96 | Level: HIGH
Post Index: 15294 | Diff: 0.95 | Level: HIGH
Post Index: 15295 | Diff: 0.55 | Level: MED
Post Index: 15296 | Diff: 1.48 | Level: HIGH
Post Index: 15306 | Diff: 0.86 | Level: HIGH
Post Index: 15308 | Diff: 0.80 | Level: HIGH
Post Index: 15311 | Diff: 0.86 | Level: HIGH
Post Index: 15314 | Diff: 0.76 | Level: HIGH
Post Index: 15315 | Diff: 0.80 | Level: HIGH
Post Index: 15318 | Diff: 0.62 | Level: MED
Post Index: 15322 | Diff: 0.54 | Level: MED
Post Index: 15323 | Diff: 0.91 | Level: HIGH
Post Index: 15329 | Diff: 0.71 | Level: HIGH
Post Index: 15335 | Diff: 0.68 | Level: MED
Post Index: 15336 | Diff: 0.76 | Level: HIGH
Post Index: 15337 | Diff: 0.65 | Level: MED
Post Index: 15338 | Diff: 0.84 | Level: HIGH
Post Index: 15339 | Diff: 0.87 | Level: HIGH
Post Index: 15340 | Diff: 0.63 | Level: MED
Post Index: 15341 | Diff: 0.93 | Level: HIGH
Post Index: 15343 | Diff: 0.95 | Level: HIGH
Post Index: 15348 | Diff: 0.57 | Level: MED
Post Index: 15350 | Diff: 0.66 | Level: MED
Post Index: 15351 | Diff: 0.66 | Level: MED
Post Index: 15353 | Diff: 0.66 | Level: MED
Post Index: 15354 | Diff: 0.66 | Level: MED
Post Index: 15358 | Diff: 0.86 | Level: HIGH
Post Index: 15359 | Diff: 0.83 | Level: HIGH
Post Index: 15361 | Diff: 0.78 | Level: HIGH
Post Index: 15362 | Diff: 0.61 | Level: MED
Post Index: 15366 | Diff: 0.95 | Level: HIGH
Post Index: 15368 | Diff: 0.93 | Level: HIGH
Post Index: 15369 | Diff: 0.71 | Level: HIGH
Post Index: 15370 | Diff: 0.91 | Level: HIGH
Post Index: 15371 | Diff: 0.90 | Level: HIGH
Post Index: 15376 | Diff: 0.98 | Level: HIGH
Post Index: 15379 | Diff: 0.91 | Level: HIGH
Post Index: 15381 | Diff: 0.91 | Level: HIGH
Post Index: 15385 | Diff: 0.53 | Level: MED
Post Index: 15386 | Diff: 0.89 | Level: HIGH
Post Index: 15390 | Diff: 0.68 | Level: MED
Post Index: 15391 | Diff: 1.88 | Level: HIGH
Post Index: 15392 | Diff: 0.95 | Level: HIGH
Post Index: 15394 | Diff: 0.54 | Level: MED
Post Index: 15397 | Diff: 0.72 | Level: HIGH
Post Index: 15398 | Diff: 0.57 | Level: MED
Post Index: 15399 | Diff: 0.54 | Level: MED
Post Index: 15400 | Diff: 0.90 | Level: HIGH
Post Index: 15402 | Diff: 0.74 | Level: HIGH
Post Index: 15407 | Diff: 0.83 | Level: HIGH
Post Index: 15409 | Diff: 0.86 | Level: HIGH
Post Index: 15410 | Diff: 0.91 | Level: HIGH
Post Index: 15412 | Diff: 0.83 | Level: HIGH
Post Index: 15416 | Diff: 0.96 | Level: HIGH
Post Index: 15420 | Diff: 0.85 | Level: HIGH
Post Index: 15421 | Diff: 0.86 | Level: HIGH
Post Index: 15425 | Diff: 0.91 | Level: HIGH
Post Index: 15426 | Diff: 0.82 | Level: HIGH
Post Index: 15427 | Diff: 0.76 | Level: HIGH
Post Index: 15429 | Diff: 0.82 | Level: HIGH
Post Index: 15431 | Diff: 0.83 | Level: HIGH
Post Index: 15432 | Diff: 0.82 | Level: HIGH
Post Index: 15433 | Diff: 0.50 | Level: LOW
Post Index: 15434 | Diff: 0.71 | Level: HIGH
Post Index: 15435 | Diff: 0.71 | Level: HIGH
Post Index: 15437 | Diff: 0.73 | Level: HIGH
Post Index: 15438 | Diff: 0.77 | Level: HIGH
Post Index: 15441 | Diff: 0.91 | Level: HIGH
Post Index: 15442 | Diff: 0.86 | Level: HIGH
Post Index: 15443 | Diff: 0.86 | Level: HIGH
Post Index: 15447 | Diff: 0.53 | Level: MED
Post Index: 15452 | Diff: 0.83 | Level: HIGH
Post Index: 15454 | Diff: 0.86 | Level: HIGH
Post Index: 15455 | Diff: 0.52 | Level: MED
Post Index: 15457 | Diff: 0.70 | Level: HIGH
Post Index: 15458 | Diff: 0.86 | Level: HIGH
Post Index: 15459 | Diff: 0.84 | Level: HIGH
Post Index: 15461 | Diff: 0.85 | Level: HIGH
Post Index: 15463 | Diff: 0.55 | Level: MED
Post Index: 15473 | Diff: 0.52 | Level: MED
Post Index: 15474 | Diff: 0.87 | Level: HIGH
Post Index: 15476 | Diff: 0.83 | Level: HIGH
Post Index: 15477 | Diff: 0.42 | Level: LOW
Post Index: 15478 | Diff: 0.90 | Level: HIGH
Post Index: 15484 | Diff: 0.83 | Level: HIGH
Post Index: 15485 | Diff: 0.32 | Level: LOW
Post Index: 15486 | Diff: 0.85 | Level: HIGH
Post Index: 15488 | Diff: 0.86 | Level: HIGH
Post Index: 15494 | Diff: 0.98 | Level: HIGH
Post Index: 15495 | Diff: 0.88 | Level: HIGH
Post Index: 15497 | Diff: 0.97 | Level: HIGH
Post Index: 15506 | Diff: 0.51 | Level: MED
Post Index: 15509 | Diff: 1.88 | Level: HIGH
Post Index: 15511 | Diff: 0.88 | Level: HIGH
Post Index: 15512 | Diff: 0.75 | Level: HIGH
Post Index: 15513 | Diff: 1.66 | Level: HIGH
Post Index: 15514 | Diff: 1.52 | Level: HIGH
Post Index: 15519 | Diff: 1.85 | Level: HIGH
Post Index: 15520 | Diff: 0.70 | Level: HIGH
Post Index: 15522 | Diff: 0.93 | Level: HIGH
Post Index: 15523 | Diff: 0.90 | Level: HIGH
Post Index: 15525 | Diff: 0.71 | Level: HIGH
Post Index: 15526 | Diff: 0.99 | Level: HIGH
Post Index: 15527 | Diff: 0.99 | Level: HIGH
Post Index: 15532 | Diff: 1.55 | Level: HIGH
Post Index: 15536 | Diff: 0.92 | Level: HIGH
Post Index: 15537 | Diff: 0.81 | Level: HIGH
Post Index: 15538 | Diff: 0.93 | Level: HIGH
Post Index: 15540 | Diff: 0.95 | Level: HIGH
Post Index: 15543 | Diff: 0.73 | Level: HIGH
Post Index: 15545 | Diff: 0.86 | Level: HIGH
Post Index: 15548 | Diff: 0.87 | Level: HIGH
Post Index: 15549 | Diff: 0.73 | Level: HIGH
Post Index: 15550 | Diff: 0.86 | Level: HIGH
Post Index: 15553 | Diff: 0.87 | Level: HIGH
Post Index: 15558 | Diff: 0.84 | Level: HIGH
Post Index: 15559 | Diff: 0.92 | Level: HIGH
Post Index: 15561 | Diff: 0.81 | Level: HIGH
Post Index: 15563 | Diff: 0.87 | Level: HIGH
Post Index: 15564 | Diff: 0.92 | Level: HIGH
Post Index: 15566 | Diff: 0.89 | Level: HIGH
Post Index: 15567 | Diff: 0.92 | Level: HIGH
Post Index: 15568 | Diff: 0.86 | Level: HIGH
Post Index: 15571 | Diff: 0.55 | Level: MED
Post Index: 15575 | Diff: 0.91 | Level: HIGH
Post Index: 15577 | Diff: 0.86 | Level: HIGH
Post Index: 15578 | Diff: 0.93 | Level: HIGH
Post Index: 15579 | Diff: 0.56 | Level: MED
Post Index: 15580 | Diff: 0.56 | Level: MED
Post Index: 15584 | Diff: 0.32 | Level: LOW
Post Index: 15591 | Diff: 0.58 | Level: MED
Post Index: 15596 | Diff: 0.72 | Level: HIGH
Post Index: 15605 | Diff: 0.77 | Level: HIGH
Post Index: 15613 | Diff: 0.78 | Level: HIGH
Post Index: 15617 | Diff: 0.72 | Level: HIGH
Post Index: 15618 | Diff: 0.59 | Level: MED
Post Index: 15619 | Diff: 0.31 | Level: LOW
Post Index: 15620 | Diff: 0.93 | Level: HIGH
Post Index: 15624 | Diff: 0.89 | Level: HIGH
Post Index: 15633 | Diff: 0.92 | Level: HIGH
Post Index: 15634 | Diff: 0.92 | Level: HIGH
Post Index: 15636 | Diff: 0.92 | Level: HIGH
Post Index: 15638 | Diff: 0.93 | Level: HIGH
Post Index: 15640 | Diff: 0.93 | Level: HIGH
Post Index: 15644 | Diff: 0.99 | Level: HIGH
Post Index: 15651 | Diff: 0.86 | Level: HIGH
Post Index: 15653 | Diff: 0.92 | Level: HIGH
Post Index: 15657 | Diff: 0.56 | Level: MED
Post Index: 15658 | Diff: 0.96 | Level: HIGH
Post Index: 15659 | Diff: 1.63 | Level: HIGH
Post Index: 15660 | Diff: 0.63 | Level: MED
Post Index: 15667 | Diff: 0.63 | Level: MED
Post Index: 15675 | Diff: 0.59 | Level: MED
Post Index: 15678 | Diff: 0.81 | Level: HIGH
Post Index: 15679 | Diff: 0.91 | Level: HIGH
Post Index: 15682 | Diff: 0.98 | Level: HIGH
Post Index: 15685 | Diff: 0.53 | Level: MED
Post Index: 15687 | Diff: 0.89 | Level: HIGH
Post Index: 15689 | Diff: 0.53 | Level: MED
Post Index: 15690 | Diff: 0.75 | Level: HIGH
Post Index: 15691 | Diff: 0.92 | Level: HIGH
Post Index: 15692 | Diff: 0.93 | Level: HIGH
Post Index: 15695 | Diff: 0.63 | Level: MED
Post Index: 15696 | Diff: 0.94 | Level: HIGH
Post Index: 15700 | Diff: 0.64 | Level: MED
Post Index: 15701 | Diff: 0.77 | Level: HIGH
Post Index: 15703 | Diff: 0.75 | Level: HIGH
Post Index: 15705 | Diff: 0.99 | Level: HIGH
Post Index: 15706 | Diff: 0.91 | Level: HIGH
Post Index: 15708 | Diff: 0.98 | Level: HIGH
Post Index: 15710 | Diff: 0.83 | Level: HIGH
Post Index: 15716 | Diff: 0.93 | Level: HIGH
Post Index: 15717 | Diff: 0.76 | Level: HIGH
Post Index: 15718 | Diff: 0.81 | Level: HIGH
Post Index: 15719 | Diff: 0.79 | Level: HIGH
Post Index: 15720 | Diff: 0.54 | Level: MED
Post Index: 15725 | Diff: 0.94 | Level: HIGH
Post Index: 15729 | Diff: 0.88 | Level: HIGH
Post Index: 15732 | Diff: 1.57 | Level: HIGH
Post Index: 15734 | Diff: 0.72 | Level: HIGH
Post Index: 15735 | Diff: 0.57 | Level: MED
Post Index: 15738 | Diff: 0.83 | Level: HIGH
Post Index: 15740 | Diff: 0.87 | Level: HIGH
Post Index: 15741 | Diff: 0.89 | Level: HIGH
Post Index: 15744 | Diff: 1.79 | Level: HIGH
Post Index: 15745 | Diff: 0.84 | Level: HIGH
Post Index: 15747 | Diff: 0.89 | Level: HIGH
Post Index: 15748 | Diff: 0.71 | Level: HIGH
Post Index: 15749 | Diff: 0.71 | Level: HIGH
Post Index: 15750 | Diff: 0.71 | Level: HIGH
Post Index: 15751 | Diff: 0.71 | Level: HIGH
Post Index: 15754 | Diff: 0.71 | Level: HIGH
Post Index: 15755 | Diff: 0.96 | Level: HIGH
Post Index: 15756 | Diff: 0.81 | Level: HIGH
Post Index: 15759 | Diff: 0.86 | Level: HIGH
Post Index: 15760 | Diff: 0.77 | Level: HIGH
Post Index: 15769 | Diff: 0.81 | Level: HIGH
Post Index: 15770 | Diff: 0.80 | Level: HIGH
Post Index: 15774 | Diff: 0.61 | Level: MED
Post Index: 15782 | Diff: 0.88 | Level: HIGH
Post Index: 15783 | Diff: 0.30 | Level: LOW
Post Index: 15784 | Diff: 0.88 | Level: HIGH
Post Index: 15786 | Diff: 1.85 | Level: HIGH
Post Index: 15791 | Diff: 0.81 | Level: HIGH
Post Index: 15792 | Diff: 1.75 | Level: HIGH
Post Index: 15796 | Diff: 0.94 | Level: HIGH
Post Index: 15797 | Diff: 0.62 | Level: MED
Post Index: 15801 | Diff: 0.86 | Level: HIGH
Post Index: 15802 | Diff: 0.86 | Level: HIGH
Post Index: 15805 | Diff: 0.88 | Level: HIGH
Post Index: 15808 | Diff: 0.95 | Level: HIGH
Post Index: 15811 | Diff: 0.88 | Level: HIGH
Post Index: 15813 | Diff: 0.92 | Level: HIGH
Post Index: 15816 | Diff: 0.63 | Level: MED
Post Index: 15821 | Diff: 1.08 | Level: HIGH
Post Index: 15824 | Diff: 0.78 | Level: HIGH
Post Index: 15826 | Diff: 0.83 | Level: HIGH
Post Index: 15828 | Diff: 0.61 | Level: MED
Post Index: 15829 | Diff: 0.72 | Level: HIGH
Post Index: 15830 | Diff: 0.99 | Level: HIGH
Post Index: 15837 | Diff: 0.64 | Level: MED
Post Index: 15840 | Diff: 0.99 | Level: HIGH
Post Index: 15845 | Diff: 0.94 | Level: HIGH
Post Index: 15848 | Diff: 1.96 | Level: HIGH
Post Index: 15849 | Diff: 0.89 | Level: HIGH
Post Index: 15854 | Diff: 0.41 | Level: LOW
Post Index: 15856 | Diff: 1.41 | Level: HIGH
Post Index: 15857 | Diff: 0.59 | Level: MED
Post Index: 15860 | Diff: 0.57 | Level: MED
Post Index: 15861 | Diff: 0.91 | Level: HIGH
Post Index: 15862 | Diff: 0.90 | Level: HIGH
Post Index: 15864 | Diff: 0.63 | Level: MED
Post Index: 15866 | Diff: 0.64 | Level: MED
Post Index: 15867 | Diff: 0.88 | Level: HIGH
Post Index: 15868 | Diff: 0.75 | Level: HIGH
Post Index: 15871 | Diff: 0.88 | Level: HIGH
Post Index: 15872 | Diff: 0.99 | Level: HIGH
Post Index: 15874 | Diff: 0.56 | Level: MED
Post Index: 15875 | Diff: 0.70 | Level: HIGH
Post Index: 15876 | Diff: 0.91 | Level: HIGH
Post Index: 15877 | Diff: 0.88 | Level: HIGH
Post Index: 15879 | Diff: 0.89 | Level: HIGH
Post Index: 15880 | Diff: 0.88 | Level: HIGH
Post Index: 15883 | Diff: 1.64 | Level: HIGH
Post Index: 15884 | Diff: 0.93 | Level: HIGH
Post Index: 15888 | Diff: 0.98 | Level: HIGH
Post Index: 15889 | Diff: 0.85 | Level: HIGH
Post Index: 15890 | Diff: 0.70 | Level: HIGH
Post Index: 15892 | Diff: 0.90 | Level: HIGH
Post Index: 15893 | Diff: 0.95 | Level: HIGH
Post Index: 15894 | Diff: 0.83 | Level: HIGH
Post Index: 15895 | Diff: 0.84 | Level: HIGH
Post Index: 15899 | Diff: 0.98 | Level: HIGH
Post Index: 15901 | Diff: 0.73 | Level: HIGH
Post Index: 15902 | Diff: 0.97 | Level: HIGH
Post Index: 15903 | Diff: 0.73 | Level: HIGH
Post Index: 15904 | Diff: 0.91 | Level: HIGH
Post Index: 15905 | Diff: 0.97 | Level: HIGH
Post Index: 15906 | Diff: 0.98 | Level: HIGH
Post Index: 15907 | Diff: 0.79 | Level: HIGH
Post Index: 15914 | Diff: 0.76 | Level: HIGH
Post Index: 15916 | Diff: 0.94 | Level: HIGH
Post Index: 15917 | Diff: 0.88 | Level: HIGH
Post Index: 15918 | Diff: 0.98 | Level: HIGH
Post Index: 15919 | Diff: 0.91 | Level: HIGH
Post Index: 15921 | Diff: 0.86 | Level: HIGH
Post Index: 15922 | Diff: 0.82 | Level: HIGH
Post Index: 15924 | Diff: 0.86 | Level: HIGH
Post Index: 15926 | Diff: 0.88 | Level: HIGH
Post Index: 15929 | Diff: 0.78 | Level: HIGH
Post Index: 15930 | Diff: 0.78 | Level: HIGH
Post Index: 15936 | Diff: 0.86 | Level: HIGH
Post Index: 15941 | Diff: 0.69 | Level: MED
Post Index: 15946 | Diff: 0.83 | Level: HIGH
Post Index: 15947 | Diff: 1.85 | Level: HIGH
Post Index: 15948 | Diff: 0.84 | Level: HIGH
Post Index: 15949 | Diff: 0.84 | Level: HIGH
Post Index: 15951 | Diff: 0.65 | Level: MED
Post Index: 15956 | Diff: 1.54 | Level: HIGH
Post Index: 15958 | Diff: 0.84 | Level: HIGH
Post Index: 15959 | Diff: 0.64 | Level: MED
Post Index: 15962 | Diff: 1.26 | Level: HIGH
Post Index: 15967 | Diff: 0.61 | Level: MED
Post Index: 15968 | Diff: 0.61 | Level: MED
Post Index: 15970 | Diff: 0.60 | Level: MED
Post Index: 15972 | Diff: 1.27 | Level: HIGH
Post Index: 15974 | Diff: 0.84 | Level: HIGH
Post Index: 15975 | Diff: 0.84 | Level: HIGH
Post Index: 15978 | Diff: 0.78 | Level: HIGH
Post Index: 15979 | Diff: 0.77 | Level: HIGH
Post Index: 15981 | Diff: 0.83 | Level: HIGH
Post Index: 15982 | Diff: 0.61 | Level: MED
Post Index: 15983 | Diff: 0.86 | Level: HIGH
Post Index: 15984 | Diff: 0.77 | Level: HIGH
Post Index: 15986 | Diff: 0.77 | Level: HIGH
Post Index: 15991 | Diff: 0.97 | Level: HIGH
Post Index: 15992 | Diff: 0.93 | Level: HIGH
Post Index: 15994 | Diff: 0.61 | Level: MED
Post Index: 15995 | Diff: 0.71 | Level: HIGH
Post Index: 15996 | Diff: 0.98 | Level: HIGH
Post Index: 15999 | Diff: 0.89 | Level: HIGH
Post Index: 16001 | Diff: 0.79 | Level: HIGH
Post Index: 16003 | Diff: 0.84 | Level: HIGH
Post Index: 16004 | Diff: 0.75 | Level: HIGH
Post Index: 16006 | Diff: 0.89 | Level: HIGH
Post Index: 16008 | Diff: 0.58 | Level: MED
Post Index: 16014 | Diff: 0.72 | Level: HIGH
Post Index: 16015 | Diff: 0.93 | Level: HIGH
Post Index: 16018 | Diff: 0.66 | Level: MED
Post Index: 16022 | Diff: 0.99 | Level: HIGH
Post Index: 16027 | Diff: 0.82 | Level: HIGH
Post Index: 16029 | Diff: 0.91 | Level: HIGH
Post Index: 16033 | Diff: 0.88 | Level: HIGH
Post Index: 16034 | Diff: 0.77 | Level: HIGH
Post Index: 16035 | Diff: 0.64 | Level: MED
Post Index: 16036 | Diff: 0.81 | Level: HIGH
Post Index: 16037 | Diff: 0.87 | Level: HIGH
Post Index: 16042 | Diff: 0.90 | Level: HIGH
Post Index: 16050 | Diff: 0.89 | Level: HIGH
Post Index: 16051 | Diff: 0.52 | Level: MED
Post Index: 16053 | Diff: 0.95 | Level: HIGH
Post Index: 16054 | Diff: 1.40 | Level: HIGH
Post Index: 16057 | Diff: 0.61 | Level: MED
Post Index: 16062 | Diff: 0.71 | Level: HIGH
Post Index: 16063 | Diff: 0.83 | Level: HIGH
Post Index: 16064 | Diff: 0.57 | Level: MED
Post Index: 16068 | Diff: 1.61 | Level: HIGH
Post Index: 16069 | Diff: 0.71 | Level: HIGH
Post Index: 16070 | Diff: 1.90 | Level: HIGH
Post Index: 16072 | Diff: 0.81 | Level: HIGH
Post Index: 16074 | Diff: 0.74 | Level: HIGH
Post Index: 16075 | Diff: 0.76 | Level: HIGH
Post Index: 16076 | Diff: 0.92 | Level: HIGH
Post Index: 16078 | Diff: 0.94 | Level: HIGH
Post Index: 16079 | Diff: 0.68 | Level: MED
Post Index: 16082 | Diff: 0.75 | Level: HIGH
Post Index: 16083 | Diff: 0.79 | Level: HIGH
Post Index: 16087 | Diff: 0.76 | Level: HIGH
Post Index: 16088 | Diff: 0.98 | Level: HIGH
Post Index: 16091 | Diff: 0.53 | Level: MED
Post Index: 16093 | Diff: 0.81 | Level: HIGH
Post Index: 16094 | Diff: 0.65 | Level: MED
Post Index: 16095 | Diff: 0.87 | Level: HIGH
Post Index: 16099 | Diff: 0.51 | Level: MED
Post Index: 16100 | Diff: 0.51 | Level: MED
Post Index: 16102 | Diff: 1.49 | Level: HIGH
Post Index: 16103 | Diff: 0.60 | Level: MED
Post Index: 16105 | Diff: 0.88 | Level: HIGH
Post Index: 16106 | Diff: 0.58 | Level: MED
Post Index: 16108 | Diff: 0.96 | Level: HIGH
Post Index: 16112 | Diff: 0.61 | Level: MED
Post Index: 16115 | Diff: 0.71 | Level: HIGH
Post Index: 16116 | Diff: 1.65 | Level: HIGH
Post Index: 16118 | Diff: 0.92 | Level: HIGH
Post Index: 16119 | Diff: 1.75 | Level: HIGH
Post Index: 16123 | Diff: 0.91 | Level: HIGH
Post Index: 16126 | Diff: 0.82 | Level: HIGH
Post Index: 16127 | Diff: 0.79 | Level: HIGH
Post Index: 16128 | Diff: 0.76 | Level: HIGH
Post Index: 16129 | Diff: 0.74 | Level: HIGH
Post Index: 16130 | Diff: 0.54 | Level: MED
Post Index: 16131 | Diff: 0.74 | Level: HIGH
Post Index: 16132 | Diff: 0.85 | Level: HIGH
Post Index: 16134 | Diff: 0.70 | Level: MED
Post Index: 16135 | Diff: 0.59 | Level: MED
Post Index: 16137 | Diff: 0.86 | Level: HIGH
Post Index: 16139 | Diff: 0.88 | Level: HIGH
Post Index: 16140 | Diff: 0.84 | Level: HIGH
Post Index: 16141 | Diff: 0.75 | Level: HIGH
Post Index: 16143 | Diff: 0.77 | Level: HIGH
Post Index: 16144 | Diff: 0.81 | Level: HIGH
Post Index: 16145 | Diff: 0.60 | Level: MED
Post Index: 16146 | Diff: 0.85 | Level: HIGH
Post Index: 16148 | Diff: 0.69 | Level: MED
Post Index: 16149 | Diff: 0.83 | Level: HIGH
Post Index: 16154 | Diff: 0.87 | Level: HIGH
Post Index: 16156 | Diff: 0.87 | Level: HIGH
Post Index: 16160 | Diff: 0.75 | Level: HIGH
Post Index: 16162 | Diff: 0.86 | Level: HIGH
Post Index: 16163 | Diff: 0.82 | Level: HIGH
Post Index: 16164 | Diff: 0.78 | Level: HIGH
Post Index: 16165 | Diff: 0.52 | Level: MED
Post Index: 16166 | Diff: 0.66 | Level: MED
Post Index: 16168 | Diff: 0.93 | Level: HIGH
Post Index: 16170 | Diff: 0.85 | Level: HIGH
Post Index: 16171 | Diff: 0.79 | Level: HIGH
Post Index: 16176 | Diff: 0.89 | Level: HIGH
Post Index: 16178 | Diff: 0.86 | Level: HIGH
Post Index: 16180 | Diff: 0.80 | Level: HIGH
Post Index: 16182 | Diff: 0.91 | Level: HIGH
Post Index: 16185 | Diff: 0.87 | Level: HIGH
Post Index: 16186 | Diff: 0.30 | Level: LOW
Post Index: 16187 | Diff: 0.94 | Level: HIGH
Post Index: 16189 | Diff: 0.84 | Level: HIGH
Post Index: 16190 | Diff: 0.86 | Level: HIGH
Post Index: 16192 | Diff: 0.31 | Level: LOW
Post Index: 16194 | Diff: 0.88 | Level: HIGH
Post Index: 16195 | Diff: 0.90 | Level: HIGH
Post Index: 16196 | Diff: 1.02 | Level: HIGH
Post Index: 16197 | Diff: 0.56 | Level: MED
Post Index: 16198 | Diff: 0.93 | Level: HIGH
Post Index: 16202 | Diff: 0.80 | Level: HIGH
Post Index: 16203 | Diff: 0.96 | Level: HIGH
Post Index: 16205 | Diff: 0.84 | Level: HIGH
Post Index: 16209 | Diff: 0.91 | Level: HIGH
Post Index: 16220 | Diff: 0.86 | Level: HIGH
Post Index: 16222 | Diff: 0.92 | Level: HIGH
Post Index: 16228 | Diff: 0.96 | Level: HIGH
Post Index: 16229 | Diff: 0.76 | Level: HIGH
Post Index: 16231 | Diff: 1.85 | Level: HIGH
Post Index: 16240 | Diff: 0.93 | Level: HIGH
Post Index: 16241 | Diff: 0.75 | Level: HIGH
Post Index: 16242 | Diff: 0.76 | Level: HIGH
Post Index: 16243 | Diff: 0.86 | Level: HIGH
Post Index: 16248 | Diff: 0.74 | Level: HIGH
Post Index: 16250 | Diff: 0.85 | Level: HIGH
Post Index: 16251 | Diff: 0.57 | Level: MED
Post Index: 16253 | Diff: 0.61 | Level: MED
Post Index: 16255 | Diff: 0.93 | Level: HIGH
Post Index: 16257 | Diff: 0.86 | Level: HIGH
Post Index: 16259 | Diff: 1.80 | Level: HIGH
Post Index: 16260 | Diff: 0.87 | Level: HIGH
Post Index: 16261 | Diff: 0.87 | Level: HIGH
Post Index: 16264 | Diff: 0.81 | Level: HIGH
Post Index: 16267 | Diff: 0.90 | Level: HIGH
Post Index: 16268 | Diff: 0.80 | Level: HIGH
Post Index: 16270 | Diff: 0.96 | Level: HIGH
Post Index: 16271 | Diff: 0.71 | Level: HIGH
Post Index: 16272 | Diff: 0.68 | Level: MED
Post Index: 16273 | Diff: 0.78 | Level: HIGH
Post Index: 16277 | Diff: 0.71 | Level: HIGH
Post Index: 16294 | Diff: 0.52 | Level: MED
Post Index: 16297 | Diff: 0.59 | Level: MED
Post Index: 16299 | Diff: 0.95 | Level: HIGH
Post Index: 16300 | Diff: 0.81 | Level: HIGH
Post Index: 16303 | Diff: 0.94 | Level: HIGH
Post Index: 16305 | Diff: 1.88 | Level: HIGH
Post Index: 16306 | Diff: 0.99 | Level: HIGH
Post Index: 16314 | Diff: 0.85 | Level: HIGH
Post Index: 16316 | Diff: 0.83 | Level: HIGH
Post Index: 16317 | Diff: 0.86 | Level: HIGH
Post Index: 16318 | Diff: 0.55 | Level: MED
Post Index: 16323 | Diff: 0.70 | Level: MED
Post Index: 16332 | Diff: 0.78 | Level: HIGH
Post Index: 16335 | Diff: 0.95 | Level: HIGH
Post Index: 16339 | Diff: 0.96 | Level: HIGH
Post Index: 16340 | Diff: 0.80 | Level: HIGH
Post Index: 16341 | Diff: 0.95 | Level: HIGH
Post Index: 16347 | Diff: 0.70 | Level: MED
Post Index: 16350 | Diff: 0.85 | Level: HIGH
Post Index: 16353 | Diff: 0.89 | Level: HIGH
Post Index: 16356 | Diff: 0.55 | Level: MED
Post Index: 16357 | Diff: 0.71 | Level: HIGH
Post Index: 16362 | Diff: 0.85 | Level: HIGH
Post Index: 16363 | Diff: 0.85 | Level: HIGH
Post Index: 16365 | Diff: 0.99 | Level: HIGH
Post Index: 16366 | Diff: 0.62 | Level: MED
Post Index: 16368 | Diff: 0.38 | Level: LOW
Post Index: 16369 | Diff: 0.78 | Level: HIGH
Post Index: 16372 | Diff: 0.82 | Level: HIGH
Post Index: 16373 | Diff: 0.93 | Level: HIGH
Post Index: 16375 | Diff: 0.76 | Level: HIGH
Post Index: 16376 | Diff: 0.78 | Level: HIGH
Post Index: 16377 | Diff: 0.79 | Level: HIGH
Post Index: 16381 | Diff: 0.72 | Level: HIGH
Post Index: 16383 | Diff: 0.84 | Level: HIGH
Post Index: 16384 | Diff: 0.89 | Level: HIGH
Post Index: 16385 | Diff: 0.69 | Level: MED
Post Index: 16387 | Diff: 0.84 | Level: HIGH
Post Index: 16388 | Diff: 0.66 | Level: MED
Post Index: 16389 | Diff: 0.99 | Level: HIGH
Post Index: 16394 | Diff: 1.63 | Level: HIGH
Post Index: 16395 | Diff: 1.77 | Level: HIGH
Post Index: 16397 | Diff: 0.94 | Level: HIGH
Post Index: 16402 | Diff: 0.81 | Level: HIGH
Post Index: 16403 | Diff: 0.94 | Level: HIGH
Post Index: 16409 | Diff: 0.67 | Level: MED
Post Index: 16410 | Diff: 1.80 | Level: HIGH
